# J =   -1.00000E+00  LX =         90  LY =         90  LZ =         90
#      T             E            dE             M            dM            Cv             dCv          Khi           dKhi       Binder        dBinder         MCsize      dMCsize         L             N            calctime  
#      1             2             3             4             5             6             7              8            9            10            11             12           13            14            15            16      
   3.60000E+00  -2.31853E+00   3.95885E-05   8.61698E-01   9.61042E-06   8.59124E-01   1.18718E-02   9.21520E-07   1.23786E-08   6.66665E-01           NaN   7.44420E-01   2.91445E-03   9.00000E+01   7.29000E+05   1.80781E+03
   3.61000E+00  -2.30992E+00   3.88008E-05   8.59628E-01   9.60272E-06   8.60663E-01   1.22933E-02   9.41501E-07   1.33836E-08   6.66665E-01           NaN   7.38763E-01   3.03250E-03   9.00000E+01   7.29000E+05   1.80062E+03
   3.62000E+00  -2.30129E+00   3.97375E-05   8.57547E-01   9.59699E-06   8.68173E-01   1.24634E-02   9.62805E-07   1.32166E-08   6.66665E-01   4.82853E-08   7.36887E-01   2.95013E-03   9.00000E+01   7.29000E+05   1.79028E+03
   3.63000E+00  -2.29268E+00   3.98081E-05   8.55462E-01   9.91618E-06   8.39753E-01   1.19063E-02   9.47590E-07   1.32624E-08   6.66665E-01   1.49012E-08   7.37152E-01   2.96980E-03   9.00000E+01   7.29000E+05   1.79127E+03
   3.64000E+00  -2.28394E+00   4.09721E-05   8.53337E-01   9.56951E-06   8.86264E-01   1.23762E-02   1.01327E-06   1.39808E-08   6.66665E-01           NaN   7.28153E-01   3.08231E-03   9.00000E+01   7.29000E+05   1.76638E+03
   3.65000E+00  -2.27511E+00   4.03595E-05   8.51180E-01   9.96379E-06   8.79974E-01   1.28006E-02   1.02824E-06   1.48053E-08   6.66665E-01   1.82501E-08   7.24353E-01   3.14455E-03   9.00000E+01   7.29000E+05   1.75202E+03
   3.66000E+00  -2.26632E+00   4.05560E-05   8.49023E-01   1.02341E-05   9.12914E-01   1.30959E-02   1.08513E-06   1.58607E-08   6.66665E-01           NaN   7.15726E-01   2.95205E-03   9.00000E+01   7.29000E+05   1.73180E+03
   3.67000E+00  -2.25705E+00   4.05708E-05   8.46735E-01   1.04527E-05   8.63918E-01   1.20810E-02   1.04600E-06   1.42031E-08   6.66665E-01           NaN   7.16765E-01   3.15265E-03   9.00000E+01   7.29000E+05   1.73575E+03
   3.68000E+00  -2.24815E+00   4.14687E-05   8.44525E-01   1.05187E-05   9.30467E-01   1.31637E-02   1.13928E-06   1.51820E-08   6.66665E-01   0.00000E+00   7.11429E-01   3.02565E-03   9.00000E+01   7.29000E+05   1.71997E+03
   3.69000E+00  -2.23896E+00   4.21950E-05   8.42241E-01   1.08903E-05   9.02466E-01   1.31446E-02   1.10283E-06   1.56944E-08   6.66665E-01   3.16101E-08   7.04535E-01   3.27857E-03   9.00000E+01   7.29000E+05   1.70777E+03
   3.70000E+00  -2.22969E+00   4.47618E-05   8.39922E-01   1.03874E-05   9.46344E-01   1.36139E-02   1.20681E-06   1.71191E-08   6.66664E-01   2.10734E-08   7.09315E-01   3.01187E-03   9.00000E+01   7.29000E+05   1.71125E+03
   3.71000E+00  -2.22032E+00   4.13472E-05   8.37556E-01   1.14449E-05   9.58027E-01   1.27697E-02   1.23062E-06   1.75719E-08   6.66664E-01           NaN   6.99358E-01   3.14134E-03   9.00000E+01   7.29000E+05   1.69242E+03
   3.72000E+00  -2.21091E+00   4.24244E-05   8.35185E-01   1.08323E-05   9.53600E-01   1.36571E-02   1.23556E-06   1.72770E-08   6.66664E-01   2.78775E-08   6.96797E-01   3.15744E-03   9.00000E+01   7.29000E+05   1.68691E+03
   3.73000E+00  -2.20140E+00   4.15828E-05   8.32762E-01   1.12541E-05   9.42993E-01   1.33246E-02   1.25091E-06   1.86713E-08   6.66664E-01           NaN   6.88782E-01   3.24381E-03   9.00000E+01   7.29000E+05   1.67255E+03
   3.74000E+00  -2.19201E+00   4.37216E-05   8.30357E-01   1.14648E-05   9.80158E-01   1.39724E-02   1.31485E-06   1.86553E-08   6.66664E-01   2.58096E-08   6.92860E-01   3.18446E-03   9.00000E+01   7.29000E+05   1.67306E+03
   3.75000E+00  -2.18220E+00   4.37016E-05   8.27836E-01   1.14277E-05   9.82328E-01   1.32302E-02   1.34334E-06   1.86192E-08   6.66664E-01   4.21468E-08   6.80818E-01   3.25016E-03   9.00000E+01   7.29000E+05   1.65342E+03
   3.76000E+00  -2.17249E+00   4.38961E-05   8.25325E-01   1.17546E-05   9.82520E-01   1.39074E-02   1.37081E-06   1.85083E-08   6.66664E-01   1.05367E-08   6.81879E-01   3.10360E-03   9.00000E+01   7.29000E+05   1.65792E+03
   3.77000E+00  -2.16257E+00   4.44878E-05   8.22744E-01   1.20544E-05   9.86047E-01   1.44944E-02   1.40080E-06   2.01897E-08   6.66664E-01   4.47035E-08   6.76127E-01   3.14236E-03   9.00000E+01   7.29000E+05   1.64239E+03
   3.78000E+00  -2.15262E+00   4.42741E-05   8.20140E-01   1.19563E-05   9.69938E-01   1.42336E-02   1.40917E-06   1.96029E-08   6.66664E-01           NaN   6.74817E-01   3.14184E-03   9.00000E+01   7.29000E+05   1.62852E+03
   3.79000E+00  -2.14247E+00   4.47621E-05   8.17464E-01   1.20895E-05   1.00269E+00   1.42051E-02   1.48760E-06   2.12832E-08   6.66664E-01   5.57550E-08   6.67298E-01   3.03692E-03   9.00000E+01   7.29000E+05   1.62083E+03
   3.80000E+00  -2.13244E+00   4.53959E-05   8.14814E-01   1.23922E-05   1.00311E+00   1.45113E-02   1.49217E-06   2.05995E-08   6.66664E-01   2.78775E-08   6.63903E-01   3.14198E-03   9.00000E+01   7.29000E+05   1.61998E+03
   3.81000E+00  -2.12227E+00   4.66718E-05   8.12108E-01   1.27501E-05   1.05410E+00   1.55466E-02   1.60177E-06   2.24919E-08   6.66663E-01           NaN   6.60402E-01   3.16361E-03   9.00000E+01   7.29000E+05   1.61075E+03
   3.82000E+00  -2.11186E+00   4.66352E-05   8.09314E-01   1.31427E-05   1.04632E+00   1.38411E-02   1.62201E-06   2.21248E-08   6.66663E-01           NaN   6.61369E-01   3.15106E-03   9.00000E+01   7.29000E+05   1.59659E+03
   3.83000E+00  -2.10147E+00   4.63245E-05   8.06516E-01   1.31416E-05   1.07026E+00   1.52520E-02   1.70674E-06   2.41509E-08   6.66663E-01           NaN   6.47877E-01   3.11823E-03   9.00000E+01   7.29000E+05   1.58447E+03
   3.84000E+00  -2.09099E+00   4.66013E-05   8.03665E-01   1.27919E-05   1.05955E+00   1.46414E-02   1.70913E-06   2.40731E-08   6.66663E-01           NaN   6.44052E-01   3.28076E-03   9.00000E+01   7.29000E+05   1.57134E+03
   3.85000E+00  -2.08022E+00   4.71572E-05   8.00731E-01   1.33249E-05   1.09263E+00   1.60283E-02   1.80916E-06   2.48749E-08   6.66663E-01   2.78775E-08   6.39945E-01   3.37393E-03   9.00000E+01   7.29000E+05   1.55853E+03
   3.86000E+00  -2.06953E+00   4.57138E-05   7.97789E-01   1.36310E-05   1.06348E+00   1.49716E-02   1.80209E-06   2.53162E-08   6.66663E-01           NaN   6.37040E-01   3.26992E-03   9.00000E+01   7.29000E+05   1.54956E+03
   3.87000E+00  -2.05879E+00   4.75429E-05   7.94820E-01   1.38922E-05   1.08193E+00   1.47772E-02   1.85424E-06   2.57618E-08   6.66663E-01           NaN   6.29732E-01   3.16515E-03   9.00000E+01   7.29000E+05   1.53716E+03
   3.88000E+00  -2.04796E+00   4.64867E-05   7.91808E-01   1.40109E-05   1.08730E+00   1.56132E-02   1.91016E-06   2.61945E-08   6.66663E-01   2.10734E-08   6.27826E-01   3.31079E-03   9.00000E+01   7.29000E+05   1.52900E+03
   3.89000E+00  -2.03684E+00   4.78443E-05   7.88683E-01   1.44878E-05   1.09491E+00   1.54119E-02   1.94923E-06   2.69055E-08   6.66662E-01           NaN   6.23615E-01   3.27158E-03   9.00000E+01   7.29000E+05   1.53431E+03
   3.90000E+00  -2.02579E+00   4.81821E-05   7.85561E-01   1.36258E-05   1.12149E+00   1.56057E-02   2.06521E-06   2.94912E-08   6.66662E-01           NaN   6.14312E-01   3.27968E-03   9.00000E+01   7.29000E+05   1.51647E+03
   3.91000E+00  -2.01443E+00   4.70659E-05   7.82331E-01   1.46721E-05   1.08667E+00   1.48277E-02   2.00355E-06   2.86992E-08   6.66662E-01           NaN   6.11858E-01   3.21046E-03   9.00000E+01   7.29000E+05   1.50503E+03
   3.92000E+00  -2.00312E+00   4.58817E-05   7.79085E-01   1.44713E-05   1.14199E+00   1.56725E-02   2.14347E-06   3.02454E-08   6.66662E-01   2.10734E-08   6.06054E-01   3.25402E-03   9.00000E+01   7.29000E+05   1.50588E+03
   3.93000E+00  -1.99177E+00   4.78735E-05   7.75807E-01   1.46088E-05   1.12101E+00   1.55598E-02   2.17889E-06   3.14462E-08   6.66662E-01   1.82501E-08   6.00945E-01   3.26612E-03   9.00000E+01   7.29000E+05   1.47809E+03
   3.94000E+00  -1.98009E+00   4.86213E-05   7.72414E-01   1.53314E-05   1.18513E+00   1.62041E-02   2.31631E-06   3.22982E-08   6.66661E-01           NaN   5.91369E-01   3.12993E-03   9.00000E+01   7.29000E+05   1.46422E+03
   3.95000E+00  -1.96853E+00   5.01154E-05   7.69010E-01   1.59139E-05   1.15665E+00   1.59180E-02   2.34583E-06   3.16588E-08   6.66661E-01   3.33200E-08   5.86303E-01   3.21682E-03   9.00000E+01   7.29000E+05   1.45122E+03
   3.96000E+00  -1.95672E+00   5.08336E-05   7.65531E-01   1.62027E-05   1.19865E+00   1.74372E-02   2.50624E-06   3.43200E-08   6.66661E-01           NaN   5.86164E-01   3.23113E-03   9.00000E+01   7.29000E+05   1.44441E+03
   3.97000E+00  -1.94488E+00   5.00155E-05   7.61999E-01   1.56250E-05   1.14095E+00   1.58917E-02   2.43067E-06   3.47859E-08   6.66661E-01   4.47035E-08   5.75688E-01   3.39963E-03   9.00000E+01   7.29000E+05   1.41922E+03
   3.98000E+00  -1.93277E+00   5.10717E-05   7.58354E-01   1.68354E-05   1.23736E+00   1.79318E-02   2.68481E-06   3.76154E-08   6.66660E-01   4.82853E-08   5.74681E-01   3.38586E-03   9.00000E+01   7.29000E+05   1.41059E+03
   3.99000E+00  -1.92071E+00   5.39452E-05   7.54697E-01   1.60150E-05   1.22333E+00   1.70901E-02   2.72830E-06   3.83696E-08   6.66660E-01           NaN   5.71608E-01   3.18740E-03   9.00000E+01   7.29000E+05   1.40812E+03
   4.00000E+00  -1.90832E+00   5.18454E-05   7.50910E-01   1.70337E-05   1.21893E+00   1.74751E-02   2.78995E-06   3.82520E-08   6.66660E-01   4.47035E-08   5.69345E-01   3.25231E-03   9.00000E+01   7.29000E+05   1.39147E+03
   4.01000E+00  -1.89593E+00   5.24347E-05   7.47093E-01   1.63116E-05   1.23074E+00   1.75540E-02   2.82597E-06   3.97741E-08   6.66660E-01           NaN   5.58692E-01   3.36968E-03   9.00000E+01   7.29000E+05   1.37631E+03
   4.02000E+00  -1.88346E+00   5.01414E-05   7.43200E-01   1.75446E-05   1.26528E+00   1.80426E-02   2.98875E-06   4.35371E-08   6.66659E-01   3.65002E-08   5.52436E-01   3.26889E-03   9.00000E+01   7.29000E+05   1.37291E+03
   4.03000E+00  -1.87106E+00   5.25339E-05   7.39301E-01   1.72978E-05   1.25798E+00   1.85365E-02   3.08856E-06   4.29808E-08   6.66659E-01           NaN   5.47603E-01   3.32310E-03   9.00000E+01   7.29000E+05   1.35756E+03
   4.04000E+00  -1.85789E+00   5.22699E-05   7.35148E-01   1.73930E-05   1.28554E+00   1.86918E-02   3.18814E-06   4.56345E-08   6.66659E-01           NaN   5.47763E-01   3.18368E-03   9.00000E+01   7.29000E+05   1.35038E+03
   4.05000E+00  -1.84523E+00   5.41553E-05   7.31075E-01   1.87320E-05   1.34260E+00   1.83809E-02   3.41912E-06   4.70568E-08   6.66658E-01           NaN   5.34130E-01   3.34572E-03   9.00000E+01   7.29000E+05   1.32475E+03
   4.06000E+00  -1.83208E+00   5.36997E-05   7.26824E-01   1.83789E-05   1.32564E+00   1.81624E-02   3.54823E-06   4.93747E-08   6.66658E-01   0.00000E+00   5.32620E-01   3.38362E-03   9.00000E+01   7.29000E+05   1.31419E+03
   4.07000E+00  -1.81899E+00   5.84152E-05   7.22551E-01   1.95674E-05   1.36300E+00   1.83444E-02   3.61163E-06   5.17045E-08   6.66657E-01           NaN   5.19371E-01   3.25963E-03   9.00000E+01   7.29000E+05   1.28706E+03
   4.08000E+00  -1.80567E+00   5.58893E-05   7.18164E-01   1.95160E-05   1.34816E+00   1.93662E-02   3.78581E-06   5.33773E-08   6.66657E-01   2.10734E-08   5.22984E-01   3.22949E-03   9.00000E+01   7.29000E+05   1.29059E+03
   4.09000E+00  -1.79246E+00   5.90371E-05   7.13743E-01   2.00358E-05   1.39485E+00   1.95284E-02   3.98256E-06   5.66075E-08   6.66656E-01   4.59285E-08   5.10688E-01   3.13941E-03   9.00000E+01   7.29000E+05   1.26925E+03
   4.10000E+00  -1.77866E+00   5.75271E-05   7.09092E-01   2.03510E-05   1.39655E+00   2.07088E-02   4.10986E-06   5.97517E-08   6.66656E-01           NaN   5.09493E-01   3.24808E-03   9.00000E+01   7.29000E+05   1.26450E+03
   4.11000E+00  -1.76499E+00   5.81026E-05   7.04425E-01   2.10888E-05   1.38376E+00   1.97294E-02   4.20979E-06   6.07757E-08   6.66655E-01   4.08085E-08   4.95917E-01   3.13662E-03   9.00000E+01   7.29000E+05   1.24034E+03
   4.12000E+00  -1.75089E+00   5.67585E-05   6.99567E-01   2.10726E-05   1.43523E+00   2.06684E-02   4.51565E-06   6.35263E-08   6.66654E-01   2.98023E-08   4.89002E-01   3.14463E-03   9.00000E+01   7.29000E+05   1.22331E+03
   4.13000E+00  -1.73717E+00   5.81792E-05   6.94770E-01   2.15831E-05   1.44003E+00   1.97786E-02   4.56676E-06   6.14805E-08   6.66654E-01   5.16191E-08   4.86649E-01   3.14435E-03   9.00000E+01   7.29000E+05   1.21369E+03
   4.14000E+00  -1.72299E+00   5.95780E-05   6.89760E-01   2.14701E-05   1.46187E+00   2.06309E-02   4.92556E-06   7.16264E-08   6.66653E-01           NaN   4.74359E-01   3.12259E-03   9.00000E+01   7.29000E+05   1.19006E+03
   4.15000E+00  -1.70823E+00   6.15501E-05   6.84473E-01   2.33133E-05   1.53529E+00   2.05663E-02   5.30140E-06   7.53755E-08   6.66652E-01           NaN   4.68558E-01   3.30685E-03   9.00000E+01   7.29000E+05   1.17666E+03
   4.16000E+00  -1.69427E+00   5.66394E-05   6.79415E-01   2.27433E-05   1.46769E+00   2.11008E-02   5.19929E-06   7.50725E-08   6.66652E-01   4.08085E-08   4.63903E-01   3.27122E-03   9.00000E+01   7.29000E+05   1.16288E+03
   4.17000E+00  -1.67969E+00   6.05803E-05   6.74077E-01   2.35105E-05   1.51194E+00   2.29239E-02   5.62968E-06   8.15952E-08   6.66650E-01   3.33200E-08   4.58550E-01   3.12890E-03   9.00000E+01   7.29000E+05   1.15094E+03
   4.18000E+00  -1.66476E+00   6.01338E-05   6.68499E-01   2.27848E-05   1.51141E+00   2.13598E-02   5.71439E-06   8.56404E-08   6.66650E-01           NaN   4.46881E-01   3.04817E-03   9.00000E+01   7.29000E+05   1.12616E+03
   4.19000E+00  -1.64962E+00   5.73711E-05   6.62801E-01   2.51358E-05   1.48019E+00   1.98345E-02   5.82636E-06   7.87553E-08   6.66649E-01   4.59285E-08   4.36570E-01   3.21253E-03   9.00000E+01   7.29000E+05   1.10216E+03
   4.20000E+00  -1.63442E+00   6.03085E-05   6.56957E-01   2.45461E-05   1.48855E+00   2.00489E-02   6.04303E-06   8.66206E-08   6.66648E-01   2.35608E-08   4.26432E-01   3.18426E-03   9.00000E+01   7.29000E+05   1.08553E+03
   4.21000E+00  -1.61904E+00   6.01829E-05   6.50995E-01   2.59201E-05   1.56329E+00   2.18383E-02   6.60192E-06   9.26334E-08   6.66646E-01   1.82501E-08   4.26283E-01   3.17262E-03   9.00000E+01   7.29000E+05   1.07669E+03
   4.22000E+00  -1.60365E+00   6.01978E-05   6.44909E-01   2.65412E-05   1.52405E+00   2.02829E-02   6.68120E-06   9.56424E-08   6.66645E-01   4.08085E-08   4.13908E-01   3.15330E-03   9.00000E+01   7.29000E+05   1.05772E+03
   4.23000E+00  -1.58791E+00   6.24287E-05   6.38568E-01   2.54806E-05   1.57432E+00   2.14722E-02   7.18343E-06   1.02228E-07   6.66643E-01           NaN   4.11833E-01   3.03326E-03   9.00000E+01   7.29000E+05   1.59600E+03
   4.24000E+00  -1.57154E+00   6.44389E-05   6.31877E-01   2.72143E-05   1.60687E+00   2.29670E-02   7.66320E-06   1.11034E-07   6.66641E-01           NaN   4.01262E-01   3.03468E-03   9.00000E+01   7.29000E+05   1.56528E+03
   4.25000E+00  -1.55571E+00   6.36835E-05   6.25280E-01   2.90504E-05   1.69206E+00   2.46697E-02   8.53384E-06   1.21720E-07   6.66638E-01           NaN   3.85992E-01   2.98267E-03   9.00000E+01   7.29000E+05   1.52866E+03
   4.26000E+00  -1.53920E+00   6.58553E-05   6.18279E-01   3.05291E-05   1.67245E+00   2.31067E-02   8.78590E-06   1.26613E-07   6.66636E-01           NaN   3.84205E-01   3.04629E-03   9.00000E+01   7.29000E+05   1.49909E+03
   4.27000E+00  -1.52278E+00   6.36703E-05   6.11186E-01   2.93748E-05   1.61966E+00   2.31427E-02   8.86396E-06   1.29906E-07   6.66635E-01           NaN   3.74800E-01   2.95306E-03   9.00000E+01   7.29000E+05   1.47934E+03
   4.28000E+00  -1.50583E+00   6.32263E-05   6.03730E-01   3.18533E-05   1.71836E+00   2.45667E-02   9.75110E-06   1.35084E-07   6.66631E-01           NaN   3.66370E-01   2.92296E-03   9.00000E+01   7.29000E+05   1.43869E+03
   4.29000E+00  -1.48876E+00   6.31782E-05   5.96076E-01   3.18921E-05   1.69976E+00   2.42044E-02   1.02963E-05   1.46843E-07   6.66628E-01   3.94248E-08   3.59829E-01   2.94117E-03   9.00000E+01   7.29000E+05   1.40947E+03
   4.30000E+00  -1.47146E+00   6.79412E-05   5.88075E-01   3.37655E-05   1.75569E+00   2.43077E-02   1.11956E-05   1.56202E-07   6.66624E-01   2.78775E-08   3.47693E-01   2.77495E-03   9.00000E+01   7.29000E+05   1.37459E+03
   4.31000E+00  -1.45425E+00   6.49189E-05   5.80012E-01   3.51524E-05   1.76413E+00   2.50133E-02   1.19087E-05   1.66291E-07   6.66619E-01           NaN   3.36587E-01   2.90256E-03   9.00000E+01   7.29000E+05   1.33309E+03
   4.32000E+00  -1.43617E+00   6.88789E-05   5.71303E-01   3.54500E-05   1.85202E+00   2.73990E-02   1.31495E-05   1.82022E-07   6.66613E-01           NaN   3.23123E-01   2.88861E-03   9.00000E+01   7.29000E+05   1.29472E+03
   4.33000E+00  -1.41786E+00   7.17431E-05   5.62282E-01   3.97005E-05   1.89615E+00   2.58692E-02   1.42556E-05   1.99581E-07   6.66607E-01   4.94216E-08   3.15362E-01   2.83726E-03   9.00000E+01   7.29000E+05   1.26253E+03
   4.34000E+00  -1.39960E+00   6.76267E-05   5.52999E-01   3.74201E-05   1.77646E+00   2.44733E-02   1.42731E-05   1.93359E-07   6.66604E-01   2.58096E-08   3.10128E-01   2.62757E-03   9.00000E+01   7.29000E+05   1.22397E+03
   4.35000E+00  -1.38108E+00   6.96837E-05   5.43333E-01   3.88513E-05   1.87953E+00   2.76845E-02   1.61178E-05   2.30913E-07   6.66594E-01           NaN   2.95300E-01   2.61807E-03   9.00000E+01   7.29000E+05   1.18209E+03
   4.36000E+00  -1.36174E+00   6.95738E-05   5.32906E-01   4.25371E-05   1.93897E+00   2.81959E-02   1.81497E-05   2.55120E-07   6.66582E-01           NaN   2.87676E-01   2.70517E-03   9.00000E+01   7.29000E+05   1.15147E+03
   4.37000E+00  -1.34214E+00   7.16595E-05   5.21955E-01   4.32074E-05   1.95442E+00   2.69012E-02   1.94608E-05   2.62434E-07   6.66571E-01   3.16101E-08   2.76205E-01   2.60293E-03   9.00000E+01   7.29000E+05   1.10612E+03
   4.38000E+00  -1.32282E+00   7.55719E-05   5.10859E-01   4.62364E-05   1.95617E+00   2.74452E-02   2.12413E-05   3.13378E-07   6.66558E-01   4.94216E-08   2.60080E-01   2.56474E-03   9.00000E+01   7.29000E+05   1.06256E+03
   4.39000E+00  -1.30255E+00   7.49689E-05   4.98766E-01   4.86801E-05   1.97133E+00   2.93100E-02   2.31165E-05   3.28520E-07   6.66543E-01           NaN   2.47340E-01   2.43747E-03   9.00000E+01   7.29000E+05   1.36022E+03
   4.40000E+00  -1.28198E+00   7.38778E-05   4.85969E-01   5.25476E-05   2.04162E+00   2.82475E-02   2.66971E-05   3.72315E-07   6.66516E-01   6.40923E-08   2.34375E-01   2.51205E-03   9.00000E+01   7.29000E+05   1.29141E+03
   4.41000E+00  -1.26082E+00   7.31192E-05   4.72162E-01   5.37004E-05   2.06540E+00   2.89771E-02   2.97218E-05   4.25985E-07   6.66489E-01   6.40923E-08   2.22475E-01   2.29314E-03   9.00000E+01   7.29000E+05   1.26062E+03
   4.42000E+00  -1.23928E+00   7.45080E-05   4.57401E-01   6.09118E-05   2.21966E+00   3.13119E-02   3.57024E-05   4.79288E-07   6.66439E-01           NaN   2.07024E-01   2.31370E-03   9.00000E+01   7.29000E+05   1.18831E+03
   4.43000E+00  -1.21728E+00   7.82791E-05   4.41483E-01   6.65513E-05   2.25877E+00   3.11947E-02   4.15569E-05   5.75752E-07   6.66383E-01           NaN   1.97317E-01   2.15786E-03   9.00000E+01   7.29000E+05   1.12178E+03
   4.44000E+00  -1.19447E+00   7.45745E-05   4.24008E-01   7.34811E-05   2.29518E+00   3.21493E-02   4.98070E-05   7.07820E-07   6.66298E-01           NaN   1.81446E-01   2.05604E-03   9.00000E+01   7.29000E+05   1.04978E+03
   4.45000E+00  -1.17114E+00   8.17882E-05   4.04819E-01   7.39729E-05   2.39926E+00   3.28083E-02   5.99853E-05   8.47057E-07   6.66180E-01           NaN   1.64524E-01   2.04259E-03   9.00000E+01   7.29000E+05   9.69719E+02
   4.46000E+00  -1.14678E+00   7.99154E-05   3.83018E-01   8.67390E-05   2.37502E+00   3.45407E-02   7.18521E-05   1.09129E-06   6.66017E-01           NaN   1.45902E-01   1.86676E-03   9.00000E+01   7.29000E+05   1.08903E+03
   4.47000E+00  -1.12103E+00   8.44358E-05   3.57511E-01   1.00174E-04   2.52156E+00   3.61961E-02   9.78612E-05   1.47207E-06   6.65652E-01   2.98023E-08   1.28269E-01   1.73893E-03   9.00000E+01   7.29000E+05   9.60844E+02
   4.48000E+00  -1.09486E+00   8.40984E-05   3.28308E-01   1.17834E-04   2.59183E+00   3.81392E-02   1.35205E-04   1.95743E-06   6.65007E-01           NaN   1.10633E-01   1.54608E-03   9.00000E+01   7.29000E+05   8.07688E+02
   4.49000E+00  -1.06606E+00   9.07329E-05   2.90328E-01   1.49750E-04   2.85395E+00   4.03902E-02   2.28690E-04   3.47926E-06   6.63129E-01           NaN   8.54986E-02   1.30473E-03   9.00000E+01   7.29000E+05   6.57250E+02
   4.50000E+00  -1.03542E+00   9.54334E-05   2.37751E-01   2.34699E-04   3.28114E+00   4.38148E-02   5.27244E-04   8.99416E-06   6.55181E-01   2.10734E-08   5.80375E-02   9.76954E-04   9.00000E+01   7.29000E+05   5.46469E+02
   4.51000E+00  -9.99339E-01   9.88902E-05   1.30204E-01   5.22021E-04   3.48155E+00   4.76010E-02   2.70948E-03   3.32578E-05   5.31948E-01   2.09413E-07   2.03237E-02   5.27024E-04   9.00000E+01   7.29000E+05   6.58094E+02
   4.52000E+00  -9.77760E-01   5.77703E-05   4.72127E-02   3.38564E-04   1.27039E+00   2.06363E-02   1.13535E-03   1.62157E-05   1.34286E-01   9.15482E-07   3.51658E-03   1.41601E-04   9.00000E+01   7.29000E+05   1.73906E+02
   4.53000E+00  -9.67018E-01   5.34002E-05   2.91901E-02   2.16340E-04   9.79987E-01   1.31108E-02   4.83434E-04   7.61076E-06   1.75480E-02   1.35519E-06   1.33413E-03   5.35182E-05   9.00000E+01   7.29000E+05   1.16625E+02
   4.54000E+00  -9.57389E-01   4.93611E-05   2.32216E-02   1.75304E-04   8.74681E-01   1.20986E-02   3.04153E-04   4.74970E-06   3.27954E-02   1.29726E-06   7.57212E-04   3.15917E-05   9.00000E+01   7.29000E+05   1.00688E+02
   4.55000E+00  -9.49134E-01   4.65511E-05   1.84845E-02   1.39622E-04   7.78859E-01   1.18050E-02   1.87338E-04   3.23645E-06   2.10992E-02   1.75046E-06   5.51357E-04   1.94997E-05   9.00000E+01   7.29000E+05   9.32812E+01
   4.56000E+00  -9.40954E-01   5.14506E-05   1.65127E-02   1.26230E-04   9.57400E-01   1.30276E-02   1.54559E-04   2.87392E-06  -2.59760E-02   1.75650E-06   4.25262E-04   1.53089E-05   9.00000E+01   7.29000E+05   8.95000E+01
