# J =   -1.00000E+00  LX =         45  LY =         45  LZ =         45
#      T             E            dE             M            dM            Cv             dCv          Khi           dKhi       Binder        dBinder         MCsize      dMCsize         L             N            calctime  
#      1             2             3             4             5             6             7              8            9            10            11             12           13            14            15            16      
   3.73000E+00  -2.20138E+00   1.24840E-04   8.32751E-01   3.10430E-05   9.72274E-01   1.30545E-02   1.02618E-05   1.34140E-07   6.66647E-01           NaN   6.97788E-01   3.02461E-03   4.50000E+01   9.11250E+04   1.25031E+02
   3.74000E+00  -2.19202E+00   1.22672E-04   8.30346E-01   3.14288E-05   9.72559E-01   1.38981E-02   1.03988E-05   1.52621E-07   6.66647E-01   3.33200E-08   6.88288E-01   3.16502E-03   4.50000E+01   9.11250E+04   1.23469E+02
   3.75000E+00  -2.18220E+00   1.15720E-04   8.27843E-01   3.33425E-05   9.49909E-01   1.33788E-02   1.04485E-05   1.50112E-07   6.66646E-01   5.16191E-08   6.84391E-01   3.13532E-03   4.50000E+01   9.11250E+04   1.23145E+02
   3.76000E+00  -2.17236E+00   1.27001E-04   8.25306E-01   3.31976E-05   9.75552E-01   1.40596E-02   1.09870E-05   1.57965E-07   6.66645E-01           NaN   6.80881E-01   3.10401E-03   4.50000E+01   9.11250E+04   1.22367E+02
   3.77000E+00  -2.16252E+00   1.22998E-04   8.22732E-01   3.30315E-05   9.79522E-01   1.36876E-02   1.10094E-05   1.56358E-07   6.66645E-01           NaN   6.73512E-01   3.15447E-03   4.50000E+01   9.11250E+04   1.21016E+02
   3.78000E+00  -2.15243E+00   1.26768E-04   8.20088E-01   3.19744E-05   1.02511E+00   1.49784E-02   1.17415E-05   1.72021E-07   6.66643E-01           NaN   6.73243E-01   3.16500E-03   4.50000E+01   9.11250E+04   1.21074E+02
   3.79000E+00  -2.14249E+00   1.22818E-04   8.17459E-01   3.40880E-05   1.00513E+00   1.37782E-02   1.18681E-05   1.54574E-07   6.66643E-01           NaN   6.69919E-01   3.07376E-03   4.50000E+01   9.11250E+04   1.20219E+02
   3.80000E+00  -2.13228E+00   1.28876E-04   8.14775E-01   3.49683E-05   1.01588E+00   1.38797E-02   1.22904E-05   1.76190E-07   6.66642E-01   5.67419E-08   6.65091E-01   3.25037E-03   4.50000E+01   9.11250E+04   1.19629E+02
   3.81000E+00  -2.12227E+00   1.22540E-04   8.12105E-01   3.50160E-05   1.03554E+00   1.48101E-02   1.26340E-05   1.85615E-07   6.66641E-01   5.47504E-08   6.61384E-01   3.09500E-03   4.50000E+01   9.11250E+04   1.18961E+02
   3.82000E+00  -2.11205E+00   1.28154E-04   8.09363E-01   3.54166E-05   1.01778E+00   1.39571E-02   1.26270E-05   1.75892E-07   6.66641E-01           NaN   6.58184E-01   3.07703E-03   4.50000E+01   9.11250E+04   1.18348E+02
   3.83000E+00  -2.10109E+00   1.28025E-04   8.06399E-01   3.56896E-05   1.01416E+00   1.47042E-02   1.29147E-05   1.85478E-07   6.66640E-01   1.82501E-08   6.51426E-01   3.16373E-03   4.50000E+01   9.11250E+04   1.17504E+02
   3.84000E+00  -2.09099E+00   1.31344E-04   8.03666E-01   3.65713E-05   1.08595E+00   1.52963E-02   1.40273E-05   1.99519E-07   6.66638E-01           NaN   6.50330E-01   3.27531E-03   4.50000E+01   9.11250E+04   1.17234E+02
   3.85000E+00  -2.08009E+00   1.29253E-04   8.00693E-01   3.63918E-05   1.06517E+00   1.45781E-02   1.40451E-05   1.96107E-07   6.66637E-01           NaN   6.42951E-01   3.17581E-03   4.50000E+01   9.11250E+04   1.16066E+02
   3.86000E+00  -2.06978E+00   1.35441E-04   7.97851E-01   3.75717E-05   1.05649E+00   1.57638E-02   1.40835E-05   2.07060E-07   6.66637E-01   4.34440E-08   6.39484E-01   3.16270E-03   4.50000E+01   9.11250E+04   1.15246E+02
   3.87000E+00  -2.05879E+00   1.35001E-04   7.94822E-01   3.91449E-05   1.08969E+00   1.56364E-02   1.50798E-05   2.09010E-07   6.66635E-01           NaN   6.27625E-01   3.30477E-03   4.50000E+01   9.11250E+04   1.13473E+02
   3.88000E+00  -2.04786E+00   1.32789E-04   7.91777E-01   3.77600E-05   1.09680E+00   1.53934E-02   1.52582E-05   2.17980E-07   6.66634E-01   1.05367E-08   6.31953E-01   3.21195E-03   4.50000E+01   9.11250E+04   1.13844E+02
   3.89000E+00  -2.03664E+00   1.37703E-04   7.88648E-01   4.00591E-05   1.08100E+00   1.49528E-02   1.56601E-05   2.13522E-07   6.66633E-01   3.49463E-08   6.22359E-01   3.14935E-03   4.50000E+01   9.11250E+04   1.12602E+02
   3.90000E+00  -2.02555E+00   1.32857E-04   7.85515E-01   3.97822E-05   1.10921E+00   1.55781E-02   1.62124E-05   2.18796E-07   6.66632E-01   3.16101E-08   6.19737E-01   3.22798E-03   4.50000E+01   9.11250E+04   1.12062E+02
   3.91000E+00  -2.01449E+00   1.40951E-04   7.82337E-01   4.00600E-05   1.12456E+00   1.64560E-02   1.67601E-05   2.36703E-07   6.66630E-01   5.37269E-08   6.16643E-01   3.16232E-03   4.50000E+01   9.11250E+04   1.11395E+02
   3.92000E+00  -2.00297E+00   1.40098E-04   7.79058E-01   4.10848E-05   1.15928E+00   1.66619E-02   1.75068E-05   2.43782E-07   6.66628E-01   3.49463E-08   6.07057E-01   3.28840E-03   4.50000E+01   9.11250E+04   1.10078E+02
   3.93000E+00  -1.99138E+00   1.43987E-04   7.75692E-01   4.05039E-05   1.14601E+00   1.76681E-02   1.77636E-05   2.52742E-07   6.66627E-01           NaN   6.02924E-01   3.21253E-03   4.50000E+01   9.11250E+04   1.09391E+02
   3.94000E+00  -1.97996E+00   1.37653E-04   7.72365E-01   4.36714E-05   1.14861E+00   1.60220E-02   1.83547E-05   2.63934E-07   6.66626E-01   4.34440E-08   5.94039E-01   3.14373E-03   4.50000E+01   9.11250E+04   1.07688E+02
   3.95000E+00  -1.96818E+00   1.44702E-04   7.68899E-01   4.44480E-05   1.19672E+00   1.65688E-02   1.92449E-05   2.60531E-07   6.66623E-01           NaN   5.86437E-01   3.26358E-03   4.50000E+01   9.11250E+04   1.06383E+02
   3.96000E+00  -1.95673E+00   1.42633E-04   7.65489E-01   4.45515E-05   1.17780E+00   1.56664E-02   1.96962E-05   2.71280E-07   6.66622E-01           NaN   5.88533E-01   3.16791E-03   4.50000E+01   9.11250E+04   1.07016E+02
   3.97000E+00  -1.94485E+00   1.43855E-04   7.61958E-01   4.48323E-05   1.16634E+00   1.64526E-02   2.00377E-05   2.85834E-07   6.66621E-01   1.05367E-08   5.80786E-01   3.19749E-03   4.50000E+01   9.11250E+04   1.05863E+02
   3.98000E+00  -1.93306E+00   1.40147E-04   7.58492E-01   4.53330E-05   1.19755E+00   1.70171E-02   2.06914E-05   2.99425E-07   6.66619E-01           NaN   5.71612E-01   3.33803E-03   4.50000E+01   9.11250E+04   1.04219E+02
   3.99000E+00  -1.92057E+00   1.45785E-04   7.54647E-01   4.66654E-05   1.21412E+00   1.77579E-02   2.15497E-05   3.22159E-07   6.66616E-01           NaN   5.68013E-01   3.36052E-03   4.50000E+01   9.11250E+04   1.03336E+02
   4.00000E+00  -1.90826E+00   1.44955E-04   7.50853E-01   4.90206E-05   1.24801E+00   1.73476E-02   2.31137E-05   3.08983E-07   6.66612E-01   5.16191E-08   5.60992E-01   3.31259E-03   4.50000E+01   9.11250E+04   1.02402E+02
   4.01000E+00  -1.89602E+00   1.51796E-04   7.47108E-01   4.65498E-05   1.22432E+00   1.72060E-02   2.26875E-05   3.16134E-07   6.66613E-01   2.98023E-08   5.58652E-01   3.31795E-03   4.50000E+01   9.11250E+04   1.01938E+02
   4.02000E+00  -1.88321E+00   1.50862E-04   7.43140E-01   5.03723E-05   1.25091E+00   1.70958E-02   2.42093E-05   3.21730E-07   6.66608E-01   1.49012E-08   5.55401E-01   3.25136E-03   4.50000E+01   9.11250E+04   1.01062E+02
   4.03000E+00  -1.87082E+00   1.48784E-04   7.39208E-01   4.94978E-05   1.24169E+00   1.69717E-02   2.46022E-05   3.49928E-07   6.66607E-01   3.79907E-08   5.46166E-01   3.05449E-03   4.50000E+01   9.11250E+04   9.98516E+01
   4.04000E+00  -1.85794E+00   1.53432E-04   7.35175E-01   5.10996E-05   1.27420E+00   1.77045E-02   2.56926E-05   3.52139E-07   6.66603E-01           NaN   5.39807E-01   3.21261E-03   4.50000E+01   9.11250E+04   9.89883E+01
   4.05000E+00  -1.84518E+00   1.48763E-04   7.31036E-01   5.11850E-05   1.24627E+00   1.74208E-02   2.53032E-05   3.48877E-07   6.66604E-01   4.59285E-08   5.32406E-01   3.22307E-03   4.50000E+01   9.11250E+04   9.77305E+01
   4.06000E+00  -1.83196E+00   1.53691E-04   7.26791E-01   5.04231E-05   1.29463E+00   1.76495E-02   2.73999E-05   3.98768E-07   6.66598E-01           NaN   5.29209E-01   3.08382E-03   4.50000E+01   9.11250E+04   9.72266E+01
   4.07000E+00  -1.81880E+00   1.51828E-04   7.22474E-01   5.43056E-05   1.32057E+00   1.87909E-02   2.83433E-05   4.31949E-07   6.66594E-01   4.47035E-08   5.24705E-01   3.21786E-03   4.50000E+01   9.11250E+04   9.60820E+01
   4.08000E+00  -1.80566E+00   1.52279E-04   7.18170E-01   5.51394E-05   1.34327E+00   1.92659E-02   2.95546E-05   4.30463E-07   6.66590E-01           NaN   5.18750E-01   3.22393E-03   4.50000E+01   9.11250E+04   9.52344E+01
   4.09000E+00  -1.79270E+00   1.53070E-04   7.13817E-01   5.62585E-05   1.37018E+00   1.95443E-02   3.11520E-05   4.37351E-07   6.66585E-01           NaN   5.09117E-01   3.25108E-03   4.50000E+01   9.11250E+04   9.39180E+01
   4.10000E+00  -1.77953E+00   1.57338E-04   7.09370E-01   5.59367E-05   1.36563E+00   1.96426E-02   3.20991E-05   4.82473E-07   6.66582E-01           NaN   4.99434E-01   3.17676E-03   4.50000E+01   9.11250E+04   9.25352E+01
   4.11000E+00  -1.76534E+00   1.55963E-04   7.04540E-01   5.92188E-05   1.37421E+00   1.89031E-02   3.33229E-05   4.70961E-07   6.66577E-01   2.78775E-08   4.96567E-01   3.15143E-03   4.50000E+01   9.11250E+04   9.19609E+01
   4.12000E+00  -1.75170E+00   1.59901E-04   6.99887E-01   5.89081E-05   1.35128E+00   1.94432E-02   3.41698E-05   4.91789E-07   6.66574E-01   3.79907E-08   4.89407E-01   3.22245E-03   4.50000E+01   9.11250E+04   9.04492E+01
   4.13000E+00  -1.73698E+00   1.66203E-04   6.94725E-01   6.12056E-05   1.45831E+00   2.08149E-02   3.71984E-05   5.32470E-07   6.66564E-01           NaN   4.84830E-01   3.14381E-03   4.50000E+01   9.11250E+04   8.97734E+01
   4.14000E+00  -1.72274E+00   1.68343E-04   6.89630E-01   6.17055E-05   1.47852E+00   2.05586E-02   3.94599E-05   5.70668E-07   6.66556E-01   3.33200E-08   4.76425E-01   3.18544E-03   4.50000E+01   9.11250E+04   8.84297E+01
   4.15000E+00  -1.70905E+00   1.66141E-04   6.84728E-01   6.35502E-05   1.47609E+00   2.07916E-02   4.08195E-05   5.71374E-07   6.66551E-01           NaN   4.73473E-01   3.26533E-03   4.50000E+01   9.11250E+04   8.77461E+01
   4.16000E+00  -1.69386E+00   1.60078E-04   6.79301E-01   6.43623E-05   1.45502E+00   2.02315E-02   4.05008E-05   5.72905E-07   6.66550E-01   3.79907E-08   4.60504E-01   3.21076E-03   4.50000E+01   9.11250E+04   8.57109E+01
   4.17000E+00  -1.67964E+00   1.66169E-04   6.74044E-01   6.39852E-05   1.49650E+00   2.07688E-02   4.39530E-05   6.31797E-07   6.66538E-01   0.00000E+00   4.55237E-01   3.18233E-03   4.50000E+01   9.11250E+04   8.50156E+01
   4.18000E+00  -1.66488E+00   1.71574E-04   6.68527E-01   6.91334E-05   1.51265E+00   2.19979E-02   4.69639E-05   7.29972E-07   6.66527E-01           NaN   4.42874E-01   3.17042E-03   4.50000E+01   9.11250E+04   8.27695E+01
   4.19000E+00  -1.64982E+00   1.66306E-04   6.62844E-01   6.66532E-05   1.53108E+00   2.04190E-02   4.78914E-05   6.72801E-07   6.66522E-01   4.21468E-08   4.40678E-01   3.19384E-03   4.50000E+01   9.11250E+04   8.21523E+01
   4.20000E+00  -1.63439E+00   1.72874E-04   6.56994E-01   7.10206E-05   1.51008E+00   2.12641E-02   4.96044E-05   6.89634E-07   6.66514E-01           NaN   4.30550E-01   3.22908E-03   4.50000E+01   9.11250E+04   8.03945E+01
   4.21000E+00  -1.61901E+00   1.77209E-04   6.50882E-01   7.15723E-05   1.57121E+00   2.20043E-02   5.37014E-05   7.69213E-07   6.66498E-01           NaN   4.23344E-01   3.16933E-03   4.50000E+01   9.11250E+04   7.93320E+01
   4.22000E+00  -1.60352E+00   1.76846E-04   6.44821E-01   7.20594E-05   1.55718E+00   2.27309E-02   5.48613E-05   7.72884E-07   6.66491E-01   0.00000E+00   4.14881E-01   3.19313E-03   4.50000E+01   9.11250E+04   7.78242E+01
   4.23000E+00  -1.58785E+00   1.76872E-04   6.38572E-01   7.58267E-05   1.62854E+00   2.31617E-02   5.92909E-05   8.13316E-07   6.66473E-01   3.79907E-08   4.07431E-01   2.96137E-03   4.50000E+01   9.11250E+04   1.38293E+02
   4.24000E+00  -1.57190E+00   1.83349E-04   6.31983E-01   7.95247E-05   1.64326E+00   2.31902E-02   6.28572E-05   8.76085E-07   6.66457E-01           NaN   3.95044E-01   3.18010E-03   4.50000E+01   9.11250E+04   1.35461E+02
   4.25000E+00  -1.55549E+00   1.78319E-04   6.25155E-01   8.14153E-05   1.61513E+00   2.24283E-02   6.50455E-05   9.34642E-07   6.66445E-01           NaN   3.89793E-01   3.12809E-03   4.50000E+01   9.11250E+04   1.33211E+02
   4.26000E+00  -1.53865E+00   1.83801E-04   6.18081E-01   8.54228E-05   1.65694E+00   2.40412E-02   6.84711E-05   9.62698E-07   6.66428E-01           NaN   3.85178E-01   2.99521E-03   4.50000E+01   9.11250E+04   1.32363E+02
   4.27000E+00  -1.52260E+00   1.85756E-04   6.11123E-01   8.53082E-05   1.64086E+00   2.30288E-02   7.21029E-05   9.74782E-07   6.66410E-01   2.98023E-08   3.76436E-01   2.98311E-03   4.50000E+01   9.11250E+04   1.28973E+02
   4.28000E+00  -1.50549E+00   1.73869E-04   6.03663E-01   8.45426E-05   1.67044E+00   2.31194E-02   7.64265E-05   1.11777E-06   6.66388E-01   4.94216E-08   3.67294E-01   2.83663E-03   4.50000E+01   9.11250E+04   1.26188E+02
   4.29000E+00  -1.48863E+00   1.82950E-04   5.95918E-01   9.54604E-05   1.77316E+00   2.40032E-02   8.51255E-05   1.20604E-06   6.66348E-01           NaN   3.48513E-01   2.99596E-03   4.50000E+01   9.11250E+04   1.22207E+02
   4.30000E+00  -1.47203E+00   1.79412E-04   5.88338E-01   9.20075E-05   1.68611E+00   2.33397E-02   8.56280E-05   1.18488E-06   6.66338E-01   1.49012E-08   3.48327E-01   2.90400E-03   4.50000E+01   9.11250E+04   1.19750E+02
   4.31000E+00  -1.45339E+00   1.91032E-04   5.79610E-01   9.79847E-05   1.82678E+00   2.66207E-02   9.68055E-05   1.40199E-06   6.66284E-01           NaN   3.33003E-01   2.88445E-03   4.50000E+01   9.11250E+04   1.15230E+02
   4.32000E+00  -1.43588E+00   1.94306E-04   5.71176E-01   9.97655E-05   1.78991E+00   2.51990E-02   1.02901E-04   1.45576E-06   6.66247E-01           NaN   3.33825E-01   2.81673E-03   4.50000E+01   9.11250E+04   1.13523E+02
   4.33000E+00  -1.41900E+00   1.89910E-04   5.62896E-01   1.01839E-04   1.80364E+00   2.62567E-02   1.08068E-04   1.55989E-06   6.66213E-01           NaN   3.16985E-01   2.82973E-03   4.50000E+01   9.11250E+04   1.10441E+02
   4.34000E+00  -1.39976E+00   1.89215E-04   5.53150E-01   1.13394E-04   1.84994E+00   2.51904E-02   1.19635E-04   1.72725E-06   6.66147E-01   3.16101E-08   3.09398E-01   2.74584E-03   4.50000E+01   9.11250E+04   1.07953E+02
   4.35000E+00  -1.37963E+00   1.96883E-04   5.42548E-01   1.13760E-04   1.83864E+00   2.59879E-02   1.29313E-04   1.83939E-06   6.66083E-01           NaN   2.92400E-01   2.69223E-03   4.50000E+01   9.11250E+04   1.01711E+02
   4.36000E+00  -1.36210E+00   2.06656E-04   5.33063E-01   1.17957E-04   1.95395E+00   2.68185E-02   1.42448E-04   2.08436E-06   6.66002E-01           NaN   2.85669E-01   2.61105E-03   4.50000E+01   9.11250E+04   1.00160E+02
   4.37000E+00  -1.34381E+00   1.98040E-04   5.22867E-01   1.19231E-04   1.91532E+00   2.68979E-02   1.52200E-04   2.19212E-06   6.65928E-01           NaN   2.74006E-01   2.51095E-03   4.50000E+01   9.11250E+04   9.66875E+01
   4.38000E+00  -1.32229E+00   2.09645E-04   5.10573E-01   1.32569E-04   2.07011E+00   3.05078E-02   1.80918E-04   2.57320E-06   6.65748E-01           NaN   2.63270E-01   2.56515E-03   4.50000E+01   9.11250E+04   9.29336E+01
   4.39000E+00  -1.30268E+00   2.07179E-04   4.98889E-01   1.36933E-04   1.98685E+00   2.81687E-02   1.88019E-04   2.62774E-06   6.65665E-01           NaN   2.49093E-01   2.43039E-03   4.50000E+01   9.11250E+04   1.26176E+02
   4.40000E+00  -1.28187E+00   2.04957E-04   4.85828E-01   1.50598E-04   1.98667E+00   2.78499E-02   2.07884E-04   2.97639E-06   6.65501E-01           NaN   2.35504E-01   2.41317E-03   4.50000E+01   9.11250E+04   1.20129E+02
   4.41000E+00  -1.26062E+00   2.17465E-04   4.72102E-01   1.48547E-04   2.07168E+00   2.91337E-02   2.34994E-04   3.48759E-06   6.65275E-01   2.78775E-08   2.22803E-01   2.24219E-03   4.50000E+01   9.11250E+04   1.14211E+02
   4.42000E+00  -1.23928E+00   2.20310E-04   4.57424E-01   1.66237E-04   2.21647E+00   3.10778E-02   2.85229E-04   4.08443E-06   6.64869E-01           NaN   2.08135E-01   2.25944E-03   4.50000E+01   9.11250E+04   1.07441E+02
   4.43000E+00  -1.21755E+00   2.11530E-04   4.41794E-01   1.78733E-04   2.13739E+00   3.04980E-02   3.08764E-04   4.53288E-06   6.64581E-01   2.10734E-08   1.98888E-01   2.26353E-03   4.50000E+01   9.11250E+04   1.01852E+02
   4.44000E+00  -1.19407E+00   2.26684E-04   4.23673E-01   1.93401E-04   2.31167E+00   3.15572E-02   3.84594E-04   5.88451E-06   6.63858E-01   2.58096E-08   1.81186E-01   2.03568E-03   4.50000E+01   9.11250E+04   9.35078E+01
   4.45000E+00  -1.17162E+00   2.23631E-04   4.05306E-01   2.15282E-04   2.34565E+00   3.49661E-02   4.72225E-04   7.05293E-06   6.62924E-01           NaN   1.64829E-01   1.99927E-03   4.50000E+01   9.11250E+04   8.71289E+01
   4.46000E+00  -1.14644E+00   2.15430E-04   3.82531E-01   2.32876E-04   2.44061E+00   3.49057E-02   5.96577E-04   9.91408E-06   6.61430E-01   3.94248E-08   1.45469E-01   1.86437E-03   4.50000E+01   9.11250E+04   1.00625E+02
   4.47000E+00  -1.12119E+00   2.35691E-04   3.57648E-01   2.69999E-04   2.61449E+00   3.64400E-02   7.76356E-04   1.27558E-05   6.58931E-01   2.98023E-08   1.28878E-01   1.68659E-03   4.50000E+01   9.11250E+04   8.90039E+01
   4.48000E+00  -1.09367E+00   2.57003E-04   3.26819E-01   3.41490E-04   2.84699E+00   4.02467E-02   1.16988E-03   2.21751E-05   6.53360E-01           NaN   1.08506E-01   1.52166E-03   4.50000E+01   9.11250E+04   7.67734E+01
   4.49000E+00  -1.06686E+00   2.56344E-04   2.89904E-01   4.56153E-04   3.17139E+00   4.71366E-02   2.14165E-03   5.00666E-05   6.39474E-01   5.57550E-08   8.87355E-02   1.36660E-03   4.50000E+01   9.11250E+04   6.29453E+01
   4.50000E+00  -1.03320E+00   2.77261E-04   2.29927E-01   6.71747E-04   3.35415E+00   4.55973E-02   4.44258E-03   7.80809E-05   5.92385E-01   1.05367E-07   5.62333E-02   1.04876E-03   4.50000E+01   9.11250E+04   5.28125E+01
   4.51000E+00  -1.00518E+00   2.43932E-04   1.66255E-01   7.59637E-04   2.66152E+00   3.75747E-02   5.68145E-03   6.27420E-05   4.95147E-01   2.49121E-07   3.35038E-02   7.56472E-04   4.50000E+01   9.11250E+04   1.10742E+02
   4.52000E+00  -9.82541E-01   1.98274E-04   1.10452E-01   6.52294E-04   1.64981E+00   2.60723E-02   4.43631E-03   4.69121E-05   3.34276E-01   4.83542E-07   1.73323E-02   4.68549E-04   4.50000E+01   9.11250E+04   5.99102E+01
   4.53000E+00  -9.69109E-01   1.62799E-04   8.01397E-02   5.13390E-04   1.13110E+00   1.81267E-02   2.91801E-03   3.76211E-05   2.10245E-01   8.17937E-07   9.03264E-03   2.86209E-04   4.50000E+01   9.11250E+04   3.79883E+01
   4.54000E+00  -9.58576E-01   1.45543E-04   6.39579E-02   4.54734E-04   9.75256E-01   1.49208E-02   2.03171E-03   2.86812E-05   1.34212E-01   9.94813E-07   6.28614E-03   2.10677E-04   4.50000E+01   9.11250E+04   2.73359E+01
   4.55000E+00  -9.49929E-01   1.38324E-04   5.31960E-02   3.95839E-04   8.64578E-01   1.24375E-02   1.57108E-03   2.43132E-05   6.09367E-02   1.23027E-06   4.43093E-03   1.54762E-04   4.50000E+01   9.11250E+04   2.21914E+01
   4.56000E+00  -9.41408E-01   1.34163E-04   4.61249E-02   3.42465E-04   7.61024E-01   1.11316E-02   1.16390E-03   1.81245E-05   6.67427E-02   1.16767E-06   3.35648E-03   1.13796E-04   4.50000E+01   9.11250E+04   1.86328E+01
